#Source = https://coinmarketcap.com/all/views/all/,Retrieved: 21/10/20,,,,,,,,,,
Rank,Name,Symbol,Market Cap,Markey Cap (cleaned),Price,Circulating Supply,Circulating (cleaned),Volume (24h),% 1h,% 24h,% 7d
2070,InternationalCryptoX,INCX,"$22,127 ",22127,$0.00 ,"428,755,167 INCX *",428755167,$0.00 ,1.83%,-90.23%,-88.89%
2071,BLOC.MONEY,BLOC,"$22,126 ",22126,$0.00 ,"16,499,057 BLOC *",16499057,$12 ,1.67%,4.03%,17.37%
2072,FidexToken,FEX,"$22,106 ",22106,7.59E-07,"29,128,335,553 FEX *",29128335553,$0.07 ,2.15%,5.29%,52.46%
2073,CyberMusic,CYMT,"$22,091 ",22091,$0.00 ,"15,100,000,000 CYMT *",15100000000,$0.00 ,1.79%,4.03%,6.70%
2074,PayCoin,XPY,"$21,936 ",21936,$0.00 ,"11,995,342 XPY",11995342,$?,1.79%,4.10%,6.64%
2075,DOGEFI,DOGEFI,"$22,117 ",22117,$0.03 ,"761,800 DOGEFI *",761800,"$9,887 ",8.92%,-45.71%,-56.92%
2076,Worldcore,WRC,"$21,713 ",21713,$0.00 ,"178,103,291 WRC *",178103291,$0.12 ,1.79%,4.10%,6.64%
2077,Intelligent Trading Foundation,ITT,"$21,538 ",21538,$0.00 ,"9,814,899 ITT *",9814899,"$13,484 ",-8.39%,-1.45%,-8.60%
2078,SmartCoin,SMC,"$21,261 ",21261,$0.00 ,"29,065,225 SMC",29065225,$?,1.79%,4.10%,-20.02%
2079,Stipend,SPD,"$21,069 ",21069,$0.00 ,"11,521,178 SPD",11521178,$?,1.79%,4.03%,14.25%
2080,WABnetwork,WAB,"$20,971 ",20971,$0.00 ,"12,994,531,755 WAB *",12994531755,$119 ,1.02%,-81.05%,-61.06%
2081,High Voltage,HVCO,"$20,766 ",20766,$0.01 ,"1,494,171 HVCO *",1494171,$?,4.62%,4.10%,5.08%
2082,CPUchain,CPU,"$20,607 ",20607,$0.00 ,"33,806,200 CPU *",33806200,$9 ,1.67%,4.03%,33.38%
2083,Jade Currency,JADE,"$20,555 ",20555,$0.00 ,"56,200,000 JADE *",56200000,$13 ,1.67%,4.03%,-31.40%
2084,Bionic,BNC,"$20,459 ",20459,$0.00 ,"518,931,721 BNC *",518931721,$6 ,2.24%,-0.07%,-49.41%
2085,SpreadCoin,SPR,"$20,407 ",20407,$0.00 ,"11,159,260 SPR",11159260,$?,1.79%,4.10%,14.32%
2086,OPCoinX,OPCX,"$19,966 ",19966,$0.00 ,"163,774,057 OPCX",163774057,$?,1.79%,4.03%,6.70%
2087,GenesisX,XGS,"$19,852 ",19852,$0.00 ,"10,855,968 XGS",10855968,$2 ,1.67%,-2.47%,14.32%
2088,FantasyGold,FGC,"$19,801 ",19801,$0.00 ,"16,241,597 FGC",16241597,$5 ,-7.47%,4.03%,-51.50%
2089,Guider,GDR,"$19,682 ",19682,$0.00 ,"249,181,440 GDR *",249181440,$78 ,0.03%,0.53%,30.17%
2090,Klimatas,KTS,"$19,579 ",19579,$0.03 ,"722,904 KTS",722904,$668 ,2.59%,-16.17%,-0.60%
2091,BROTHER,BRAT,"$19,506 ",19506,$0.00 ,"160,000,000 BRAT *",160000000,$?,1.79%,4.10%,6.71%
2092,ROIyal Coin,ROCO,"$19,445 ",19445,$0.01 ,"1,519,022 ROCO",1519022,$0.31 ,1.67%,17.45%,12.04%
2093,PostCoin,POST,"$19,345 ",19345,$0.00 ,"15,868,233 POST *",15868233,$?,1.79%,4.10%,6.64%
2094,Bitcoiin,B2G,"$19,297 ",19297,$0.00 ,"52,761,896 B2G",52761896,$?,1.67%,4.03%,6.70%
2095,BunnyToken,BUNNY,"$19,133 ",19133,$0.00 ,"264,486,021 BUNNY *",264486021,$?,1.86%,3.38%,5.43%
2096,Carebit,CARE,"$19,103 ",19103,$0.00 ,"156,690,271 CARE",156690271,$?,1.79%,4.03%,33.38%
2097,BitcoiNote,BTCN,"$19,052 ",19052,$0.00 ,"12,021,248 BTCN",12021248,$3 ,1.79%,-20.45%,-33.95%
2098,Stellar Classic,XLMX,"$18,919 ",18919,$0.00 ,"830,961,565 XLMX *",830961565,$?,2.15%,0.02%,-25.68%
2099,ShowHand,HAND,"$18,794 ",18794,3.04E-07,"61,912,434,418 HAND *",61912434418,$0.44 ,2.24%,0.02%,13.26%
2100,Hyper Speed Network,HSN,"$18,598 ",18598,$0.00 ,"122,987,866 HSN *",122987866,$3 ,0.01%,0.08%,-74.18%
2101,SONDER,SNR,"$18,305 ",18305,$0.00 ,"168,879,121 SNR *",168879121,$?,1.88%,2.24%,13.23%
2102,Zenswap Network Token,ZNT,"$18,216 ",18216,$0.00 ,"12,001,366,640 ZNT *",12001366640,"$5,036 ",2.15%,-13.09%,-26.59%
2103,iBTC,IBTC,"$18,153 ",18153,$0.00 ,"49,993,999 IBTC *",49993999,$?,2.01%,2.00%,-9.89%
2104,Plus-Coin,NPLC,"$18,140 ",18140,$0.00 ,"469,946,471 NPLC *",469946471,$49 ,1.72%,-23.78%,-24.08%
2105,Netrum,NTR,"$18,091 ",18091,$0.01 ,"2,139,819 NTR *",2139819,$?,1.93%,1.83%,2.47%
2106,Fivebalance,FBN,"$18,403 ",18403,$0.00 ,"565,241,486 FBN *",565241486,$261 ,3.75%,-3.85%,-17.33%
2107,Datarius Credit,DTRC,"$17,654 ",17654,$0.00 ,"159,756,076 DTRC *",159756076,$?,0.91%,-12.61%,-30.94%
2108,Mobile Crypto Pay Coin,MCPC,"$17,541 ",17541,$0.00 ,"9,376,121 MCPC *",9376121,$109 ,1.67%,14.84%,0.76%
2109,Magic Cube Coin,MCC,"$17,245 ",17245,$0.00 ,"118,694,616 MCC *",118694616,"$1,295 ",2.39%,-0.16%,-0.85%
2110,Dreamcoin,DRM,"$17,224 ",17224,$0.01 ,"2,616,244 DRM *",2616244,$5 ,-19.26%,-17.39%,1.02%
2111,Digiwage,WAGE,"$17,213 ",17213,$0.00 ,"47,062,308 WAGE",47062308,$0.93 ,1.67%,4.03%,-35.98%
2112,4NEW,KWATT,"$16,707 ",16707,$0.00 ,"61,152,763 KWATT *",61152763,"$11,693 ",0.84%,-19.08%,-9.68%
2113,EthereumX,ETX,"$16,602 ",16602,$0.00 ,"87,225,579 ETX *",87225579,$76 ,-19.10%,-22.17%,19.37%
2114,Aricoin,ARI,"$16,556 ",16556,$0.00 ,"135,802,777 ARI",135802777,$?,1.67%,4.03%,6.64%
2115,EagleX,EGX,"$16,377 ",16377,$0.00 ,"33,583,500 EGX *",33583500,$?,1.67%,4.03%,42.27%
2116,Save Environment Token,SET,"$16,195 ",16195,$0.02 ,"960,882 SET *",960882,$?,1.89%,2.19%,3.14%
2117,Citadel,CTL,"$16,048 ",16048,$0.00 ,"10,969,269 CTL",10969269,$2 ,1.79%,-10.77%,-8.54%
2118,FuzzBalls,FUZZ,"$15,899 ",15899,$0.00 ,"4,829,945 FUZZ",4829945,$?,1.79%,4.10%,2.83%
2119,Thore Cash,TCH,"$15,872 ",15872,$0.00 ,"55,056,178 TCH *",55056178,"$90,374 ",4.99%,2.69%,-3.48%
2120,Daneel,DAN,"$15,735 ",15735,$0.00 ,"20,242,358 DAN *",20242358,$?,2.24%,0.02%,-0.90%
2121,UOS Network,UOS,"$15,548 ",15548,$0.00 ,"14,167,840 UOS *",14167840,$?,0.00%,0.00%,0.00%
2122,BitGuild PLAT,PLAT,"$15,392 ",15392,$0.00 ,"59,566,902 PLAT *",59566902,"$5,216 ",0.09%,1.00%,3.92%
2123,GINcoin,GIN,"$15,229 ",15229,$0.00 ,"8,026,998 GIN",8026998,$3 ,2.24%,0.02%,-0.90%
2124,Graviocoin,GIO,"$15,161 ",15161,$0.00 ,"72,128,521 GIO",72128521,$298 ,2.61%,-0.31%,-16.85%
2125,ParkByte,PKB,"$15,101 ",15101,$0.00 ,"4,764,026 PKB *",4764026,$?,1.79%,4.10%,26.02%
2126,SCRIV NETWORK,SCRIV,"$15,083 ",15083,$0.00 ,"24,744,362 SCRIV",24744362,$156 ,1.67%,4.03%,6.70%
2127,YENTEN,YTN,"$14,843 ",14843,$0.00 ,"24,350,077 YTN",24350077,$27 ,1.79%,-35.87%,-23.83%
2128,Bitcoin 21,XBTC21,"$14,794 ",14794,$0.02 ,"793,108 XBTC21 *",793108,$?,1.79%,4.10%,9.57%
2129,STRAKS,STAK,"$14,544 ",14544,$0.00 ,"23,858,907 STAK",23858907,$2 ,1.79%,4.03%,6.64%
2130,ClearPoll,POLL,"$14,508 ",14508,$0.00 ,"6,999,991 POLL *",6999991,$?,1.79%,4.10%,6.64%
2131,MarteXcoin,MXT,"$14,377 ",14377,$0.00 ,"4,367,800 MXT",4367800,$?,1.79%,4.10%,25.26%
2132,TRAXIA,TM2,"$14,349 ",14349,$0.00 ,"328,320,714 TM2 *",328320714,$19 ,1.56%,-19.68%,-32.93%
2133,SounDAC,XSD,"$14,222 ",14222,$0.00 ,"14,581,806 XSD *",14581806,$?,1.79%,4.10%,6.64%
2134,New Year Bull,NYB,"$13,940 ",13940,$0.02 ,"600,000 NYB *",600000,$?,1.48%,-0.01%,-29.03%
2135,Desire,DSR,"$13,772 ",13772,$0.00 ,"10,269,488 DSR",10269488,"$9,240 ",-25.36%,-4.58%,-9.77%
2136,TajCoin,TAJ,"$13,733 ",13733,$0.00 ,"18,774,765 TAJ",18774765,$5 ,1.79%,24.92%,59.95%
2137,EnterCoin,ENTRC,"$13,666 ",13666,$0.00 ,"3,296,850 ENTRC *",3296850,$8 ,1.67%,4.03%,9.93%
2138,X-Coin,XCO,"$13,589 ",13589,$0.00 ,"12,384,976 XCO *",12384976,$?,1.79%,4.10%,6.64%
2139,Money Plant Token,MPT,"$13,442 ",13442,$0.01 ,"1,288,768 MPT *",1288768,"$60,836 ",-7.30%,-3.77%,-5.47%
2140,GoHelpFund,HELP,"$13,328 ",13328,$0.00 ,"12,147,167 HELP *",12147167,"$37,713 ",-8.49%,17.03%,-3.97%
2141,INDINODE,XIND,"$13,323 ",13323,$0.00 ,"1,092,857,674 XIND",1092857674,$?,1.67%,4.03%,6.70%
2142,VoteCoin,VOT,"$13,286 ",13286,$0.00 ,"108,975,875 VOT",108975875,$2 ,1.79%,4.03%,6.64%
2143,Shivers,SHVR,"$13,277 ",13277,$0.00 ,"54,453,298 SHVR *",54453298,$?,1.67%,4.03%,6.70%
2144,Signatum,SIGT,"$13,163 ",13163,$0.00 ,"107,972,766 SIGT *",107972766,$?,1.79%,4.10%,6.71%
2145,Ether Kingdoms Token,IMP,"$13,140 ",13140,$0.00 ,"7,608,029 IMP *",7608029,"$21,676 ",2.02%,-13.58%,-5.66%
2146,Onix,ONX,"$13,054 ",13054,$0.00 ,"107,072,781 ONX",107072781,$?,1.79%,-47.95%,-46.65%
2147,ICOBID,ICOB,"$13,051 ",13051,$0.00 ,"107,048,455 ICOB *",107048455,$?,1.79%,4.10%,6.64%
2148,GeyserCoin,GSR,"$13,035 ",13035,$0.01 ,"1,320,053 GSR",1320053,$23 ,1.79%,-10.30%,-6.05%
2149,Digital Money Bits,DMB,"$12,944 ",12944,$0.00 ,"106,173,958 DMB",106173958,$0.01 ,1.79%,4.10%,6.70%
2150,ArbitrageCT,ARCT,"$12,759 ",12759,$0.00 ,"104,655,777 ARCT *",104655777,$?,1.79%,4.03%,6.64%
2151,UltraNote Coin,XUN,"$12,555 ",12555,$0.00 ,"205,141,436 XUN",205141436,$?,1.79%,4.02%,6.67%
2152,Dice.Finance,DICE,"$12,551 ",12551,$21.74 ,577 DICE *,577,$?,1.80%,-0.13%,-1.35%
2153,LuckySevenToken,LST,"$12,542 ",12542,$0.00 ,"65,590,200 LST *",65590200,$?,1.08%,1.92%,2.99%
2154,Open Trading Network,OTN,"$12,341 ",12341,$0.01 ,"2,024,530 OTN *",2024530,$?,1.79%,4.10%,6.64%
2155,IBStoken,IBS,"$12,317 ",12317,$0.02 ,"592,455 IBS *",592455,"$11,322 ",1.88%,17.34%,41.69%
2156,CustomContractNetwork,CCN,"$12,301 ",12301,$0.00 ,"1,620,841,876 CCN *",1620841876,$16 ,2.15%,-89.15%,-85.06%
2157,Gold Poker,GPKR,"$12,186 ",12186,$0.00 ,"5,260,826 GPKR *",5260826,$43 ,1.79%,4.03%,-3.46%
2158,Spectrum,SPT,"$12,021 ",12021,$0.00 ,"1,199,987,500 SPT *",1199987500,"$6,069 ",2.15%,-2.56%,1.40%
2159,Helex,HLX,"$11,994 ",11994,$0.17 ,"70,160 HLX *",70160,"$3,617 ",0.32%,0.72%,5.70%
2160,Kemacoin,KEMA,"$11,879 ",11879,$0.00 ,"24,360,241 KEMA *",24360241,$24 ,1.67%,4.03%,6.70%
2161,SparksPay,SPK,"$11,842 ",11842,$0.00 ,"8,830,726 SPK",8830726,$0.20 ,1.79%,-31.07%,-4.58%
2162,CCUniverse,UVU,"$11,797 ",11797,$0.00 ,"879,660,283 UVU *",879660283,$?,1.67%,4.03%,-2.19%
2163,KUN,KUN,"$11,737 ",11737,$5.87 ,"2,000 KUN *",2000,$?,0.01%,0.08%,-1.15%
2164,Akroma,AKA,"$11,690 ",11690,$0.00 ,"19,177,485 AKA",19177485,$0.64 ,1.79%,4.03%,33.38%
2165,JavaScript Token,JS,"$11,497 ",11497,$0.00 ,"7,991,996 JS *",7991996,$?,1.79%,4.03%,185.98%
2166,Eva Cash,EVC,"$11,475 ",11475,$0.01 ,"900,000 EVC *",900000,$207 ,2.15%,-1.16%,-2.92%
2167,Zayedcoin,ZYD,"$11,418 ",11418,$0.00 ,"6,243,840 ZYD",6243840,$?,1.79%,4.10%,6.70%
2168,Guaranteed Ethurance Token Extra,GETX,"$11,384 ",11384,$0.00 ,"300,000,000 GETX *",300000000,$2 ,2.24%,-9.07%,-17.48%
2169,CaluraCoin,CLC,"$11,377 ",11377,$0.00 ,"11,664,880 CLC *",11664880,$25 ,1.67%,18.89%,-28.87%
2170,Blakecoin,BLC,"$11,255 ",11255,$0.00 ,"27,759,521 BLC",27759521,$?,3.25%,5.53%,-11.34%
2171,CryptoFlow,CFL,"$11,219 ",11219,$0.00 ,"92,026,159 CFL",92026159,$?,1.79%,4.03%,6.70%
2172,Litecred,LTCR,"$11,055 ",11055,$0.00 ,"30,227,750 LTCR",30227750,$?,1.79%,4.10%,6.64%
2173,Zealium,NZL,"$10,831 ",10831,$0.00 ,"14,806,358 NZL",14806358,$2 ,1.67%,4.03%,-19.97%
2174,FUTURAX,FTXT,"$5,687 ",5687,$0.00 ,"3,406,412,461 FTXT *",3406412461,"$16,046 ",4.62%,-49.99%,-49.88%
2175,bitJob,STU,"$10,706 ",10706,$0.00 ,"87,816,093 STU *",87816093,$?,1.79%,4.10%,6.64%
2176,XMCT,XMCT,"$10,546 ",10546,$0.00 ,"105,319,790 XMCT *",105319790,$?,0.02%,0.08%,0.03%
2177,Californium,CF,"$10,143 ",10143,$0.00 ,"2,446,961 CF",2446961,$?,1.79%,4.10%,6.64%
2178,BoostCoin,BOST,"$10,117 ",10117,$0.00 ,"11,855,487 BOST",11855487,$3 ,1.67%,-8.97%,6.64%
2179,Provoco Token,VOCO,"$10,008 ",10008,1.00E-08,"999,375,710,075 VOCO *",9.99376E+11,$?,0.01%,0.08%,0.03%
2180,Galilel,GALI,"$9,849 ",9849,$0.00 ,"19,428,483 GALI *",19428483,$36 ,0.23%,23.40%,-36.62%
2181,Quantis Network,QUAN,"$9,699 ",9699,$0.00 ,"39,779,347 QUAN",39779347,$3 ,1.67%,4.03%,6.70%
2182,Coin2.1,C2,"$9,539 ",9539,$0.00 ,"78,245,975 C2 *",78245975,$?,1.79%,4.10%,6.64%
2183,Compound Coin,COMP,"$9,482 ",9482,1.76E-07,"53,731,717,830 COMP",53731717830,$1 ,0.99%,4.98%,-37.53%
2184,Centurion,CNT,"$9,468 ",9468,$0.00 ,"77,663,826 CNT",77663826,$?,1.79%,4.10%,6.70%
2185,Couchain,COU,"$9,410 ",9410,6.07E-07,"15,499,005,000 COU *",15499005000,"$3,366 ",2.24%,-19.98%,-39.02%
2186,Galactrum,ORE,"$9,372 ",9372,$0.00 ,"5,124,807 ORE",5124807,$0.36 ,1.79%,-21.98%,-0.03%
2187,TokenDesk,TDS,"$9,330 ",9330,$0.00 ,"14,683,321 TDS *",14683321,$?,1.94%,2.68%,4.01%
2188,AmsterdamCoin,AMS,"$9,180 ",9180,$0.00 ,"50,201,886 AMS",50201886,$?,1.79%,4.10%,6.64%
2189,Bulleon,BUL,"$9,089 ",9089,$0.01 ,"1,096,353 BUL *",1096353,$2 ,1.67%,12.29%,-42.42%
2190,Kora Network Token,KNT,"$8,915 ",8915,$0.00 ,"335,625,000 KNT *",335625000,$5 ,2.24%,0.02%,-0.90%
2191,Agrolot,AGLT,"$8,875 ",8875,$0.00 ,"88,751,539 AGLT *",88751539,$?,0.00%,0.00%,0.00%
2192,SkyHub Coin,SHB,"$8,746 ",8746,$0.01 ,"643,413 SHB",643413,"$122,396 ",1.42%,2.94%,-0.57%
2193,Luna Coin,LUNA,"$8,738 ",8738,$0.01 ,"1,706,429 LUNA",1706429,$276 ,1.79%,1.68%,-17.01%
2194,MustangCoin,MST,"$8,453 ",8453,$0.01 ,"630,343 MST",630343,$?,1.79%,4.10%,6.70%
2195,Rupaya,RUPX,"$8,260 ",8260,$0.00 ,"16,132,310 RUPX *",16132310,$?,1.79%,4.10%,17.94%
2196,PlatinumBAR,XPTX,"$8,164 ",8164,$0.00 ,"2,160,126 XPTX",2160126,$?,1.79%,-29.85%,726.93%
2197,APR Coin,APR,"$8,084 ",8084,$0.00 ,"13,261,328 APR",13261328,"$2,630 ",1.79%,4.03%,-11.08%
2198,Soverain,SOVE,"$8,044 ",8044,$0.00 ,"8,248,099 SOVE *",8248099,$206 ,35.54%,19.43%,-5.71%
2199,Biotron,BTRN,"$8,042 ",8042,$0.00 ,"65,965,771 BTRN *",65965771,$119 ,1.79%,4.03%,-46.65%
2200,ARbit,ARB,"$7,922 ",7922,$0.00 ,"10,830,050 ARB",10830050,$?,1.79%,4.10%,6.64%
2201,TravelNote,TVNT,"$7,873 ",7873,$0.00 ,"2,153,333 TVNT *",2153333,"$6,053 ",1.63%,3.99%,6.67%
2202,Crowdholding,YUP,"$7,779 ",7779,$0.00 ,"205,006,357 YUP *",205006357,$?,2.24%,0.02%,-0.89%
2203,BitcoinV,BTCV,"$7,729 ",7729,$0.00 ,"3,963,900 BTCV",3963900,$27 ,1.63%,3.97%,-67.33%
2204,Global Crypto Alliance,CALL,"$7,640 ",7640,$0.00 ,"78,368,515 CALL *",78368515,$140 ,1.63%,3.97%,6.67%
2205,Nyerium,NYEX,"$7,631 ",7631,$0.00 ,"31,295,015 NYEX *",31295015,$2 ,1.79%,4.03%,6.71%
2206,Bitcoin Classic,BXC,"$7,607 ",7607,$0.01 ,"600,147 BXC *",600147,"$84,863 ",2.62%,2.98%,-13.34%
2207,Eurocoin,EUC,"$7,569 ",7569,$0.00 ,"12,416,554 EUC",12416554,$?,1.67%,4.01%,6.71%
2208,Dalecoin,DALC,"$7,437 ",7437,$0.01 ,"1,000,000 DALC *",1000000,$?,1.67%,4.01%,6.71%
2209,BriaCoin,BRIA,"$7,434 ",7434,$0.01 ,"743,431 BRIA *",743431,$?,0.00%,0.00%,0.00%
2210,Quebecoin,QBC,"$7,352 ",7352,$0.00 ,"6,703,138 QBC",6703138,$?,1.63%,3.99%,6.67%
2211,Beacon,BECN,"$7,339 ",7339,$0.01 ,"523,676 BECN *",523676,$2 ,1.63%,4.84%,-4.91%
2212,CFun,CFUN,"$7,329 ",7329,$0.00 ,"429,429,737 CFUN *",429429737,$?,1.79%,4.03%,6.71%
2213,Diligence,IRA,"$7,219 ",7219,$0.00 ,"21,000,000 IRA *",21000000,$41 ,-16.00%,88.18%,26.41%
2214,LiteBitcoin,LBTC,"$7,056 ",7056,$0.00 ,"28,940,333 LBTC",28940333,$?,1.79%,4.10%,6.71%
2215,YoloCash,YLC,"$7,052 ",7052,$0.00 ,"29,499,388 YLC *",29499388,"$3,595 ",7.36%,-1.54%,41.91%
2216,VectorAI,VEC2,"$6,729 ",6729,$0.00 ,"18,399,311 VEC2",18399311,$?,1.67%,4.01%,6.71%
2217,e-Chat,ECHT,"$6,645 ",6645,$0.00 ,"19,161,060 ECHT *",19161060,$?,2.00%,2.09%,4.84%
2218,Streamit Coin,STREAM,"$6,590 ",6590,$0.00 ,"13,529,414 STREAM *",13529414,$22 ,1.63%,-30.74%,-99.92%
2219,Xenoverse,XENO,"$6,504 ",6504,$0.00 ,"5,336,725 XENO *",5336725,$0.12 ,1.63%,3.99%,6.67%
2220,Mirai,MRI,"$6,431 ",6431,$0.00 ,"3,432,003 MRI",3432003,$161 ,1.19%,2.23%,6.94%
2221,Cabbage,CAB,"$6,400 ",6400,$0.00 ,"10,499,996 CAB *",10499996,$?,1.79%,4.10%,6.70%
2222,SpeedCash,SCS,"$6,306 ",6306,$0.01 ,"574,745 SCS",574745,$?,1.67%,4.01%,6.70%
2223,MoneroV ,XMV,"$6,246 ",6246,$0.00 ,"2,700,000 XMV *",2700000,"$1,935 ",1.55%,3.90%,-30.46%
2224,Ragnarok,RAGNA,"$5,939 ",5939,$0.00 ,"16,238,639 RAGNA",16238639,$2 ,1.67%,4.03%,-19.97%
2225,Peerguess,GUESS,"$5,908 ",5908,$0.00 ,"60,537,668 GUESS *",60537668,$?,1.68%,1.86%,2.24%
2226,Gexan,GEX,"$5,798 ",5798,$0.00 ,"2,612,051 GEX",2612051,$0.52 ,2.50%,-4.01%,-7.48%
2227,XOVBank,XOV,"$5,789 ",5789,$0.00 ,"138,683,802 XOV *",138683802,"$5,755 ",2.15%,-47.47%,-0.89%
2228,Crystal Clear ,CCT,"$5,583 ",5583,$0.00 ,"5,723,973 CCT *",5723973,$?,1.67%,4.03%,6.71%
2229,Dollarcoin,DLC,"$5,551 ",5551,$0.00 ,"9,106,714 DLC",9106714,$?,1.67%,4.01%,6.71%
2230,BitCoal,COAL,"$5,486 ",5486,$0.00 ,"4,500,000 COAL",4500000,$?,1.67%,4.01%,6.71%
2231,Ccore,CCO,"$5,361 ",5361,$0.00 ,"1,699,999 CCO *",1699999,$19 ,5.29%,22.41%,3.60%
2232,PAXEX,PAXEX,"$5,356 ",5356,$0.00 ,"17,571,745 PAXEX",17571745,$?,1.79%,4.03%,-11.08%
2233,Prime-XI,PXI,"$5,348 ",5348,$0.00 ,"21,931,815 PXI",21931815,$?,1.67%,4.01%,113.42%
2234,MiloCoin,MILO,"$5,262 ",5262,$0.00 ,"10,789,954 MILO",10789954,$?,1.67%,4.01%,6.71%
2235,Save and Gain,SANDG,"$5,241 ",5241,$0.00 ,"3,064,800 SANDG",3064800,3.80E-07,1.86%,-14.18%,6.92%
2236,Independent Money System,IMS,"$5,236 ",5236,$0.00 ,"5,368,934 IMS",5368934,$?,1.79%,4.10%,6.70%
2237,Italo,XTA,"$5,220 ",5220,$0.00 ,"5,791,868 XTA",5791868,$489 ,1.63%,-58.97%,-62.65%
2238,Spectiv,SIG,"$5,145 ",5145,$0.00 ,"220,972,801 SIG *",220972801,$13 ,1.67%,9.17%,-22.80%
2239,Natmin Pure Escrow,NAT,"$5,086 ",5086,$0.00 ,"161,588,985 NAT *",161588985,$3 ,2.08%,1.16%,2.76%
2240,Veltor,VLT,"$4,938 ",4938,$0.01 ,"554,855 VLT",554855,$?,1.79%,4.01%,36.65%
2241,Datacoin,DTC,"$4,840 ",4840,$0.00 ,"39,712,849 DTC",39712849,$?,1.63%,3.99%,-64.44%
2242,Kabberry Coin,KKC,"$4,840 ",4840,$0.00 ,"19,850,906 KKC",19850906,$1 ,1.67%,-30.65%,6.71%
2243,BowsCoin,BSC,"$4,736 ",4736,$0.00 ,"5,550,102 BSC",5550102,$?,1.79%,4.10%,6.70%
2244,Paypex,PAYX,"$4,553 ",4553,$0.00 ,"99,998,018 PAYX *",99998018,"$32,357 ",-18.28%,-19.99%,-93.96%
2245,MASTERNET,MASH,"$4,449 ",4449,$0.00 ,"31,686,740 MASH *",31686740,$257 ,-0.53%,-7.48%,-0.89%
2246,CrevaCoin,CREVA,"$4,437 ",4437,$0.00 ,"36,390,750 CREVA",36390750,$?,1.79%,4.10%,6.70%
2247,Alpha Coin,APC,"$4,265 ",4265,$0.00 ,"35,000,000 APC *",35000000,$4 ,1.87%,6.59%,-3.55%
2248,ALL BEST ICO,ALLBI,"$4,193 ",4193,$0.00 ,"177,953,552 ALLBI *",177953552,$?,1.85%,0.51%,106.10%
2249,Atheios,ATH,"$4,134 ",4134,$0.00 ,"33,924,110 ATH",33924110,$1 ,1.63%,3.99%,6.67%
2250,Bitvolt,VOLT,"$4,045 ",4045,$0.00 ,"16,588,056 VOLT *",16588056,$?,1.67%,4.01%,113.40%
2251,Fintab,FNTB,"$4,010 ",4010,$0.00 ,"2,779,387 FNTB *",2779387,$?,2.03%,1.84%,2.51%
2252,MNPCoin,MNP,"$4,008 ",4008,$0.00 ,"2,191,996 MNP",2191996,$2 ,1.79%,4.03%,14.33%
2253,SongCoin,SONG,"$3,970 ",3970,$0.00 ,"32,565,300 SONG",32565300,$?,1.79%,4.10%,6.70%
2254,EVOS,EVOS,"$3,878 ",3878,$0.00 ,"10,606,778 EVOS *",10606778,$4 ,1.63%,55.98%,6.67%
2255,Dragon Option,DRAGON,"$3,784 ",3784,$0.00 ,"125,379,539 DRAGON *",125379539,$?,1.83%,-0.17%,-2.39%
2256,Vivid Coin,VIVID,"$3,754 ",3754,$0.00 ,"7,697,539 VIVID",7697539,$?,1.79%,4.03%,-14.63%
2257,1X2 COIN,1X2,"$3,732 ",3732,$0.00 ,"5,103,634 1X2",5103634,$?,1.63%,3.99%,6.67%
2258,Stakinglab,LABX,"$3,555 ",3555,$0.01 ,"405,158 LABX *",405158,$44 ,0.24%,8.51%,16.37%
2259,Bitcoinus,BITS,"$3,481 ",3481,1.00E-08,"347,574,541,555 BITS *",3.47575E+11,$10 ,0.01%,0.08%,0.03%
2260,MedicCoin,MEDIC,"$3,394 ",3394,$0.00 ,"298,349,398 MEDIC",298349398,$3 ,2.08%,-50.02%,-50.49%
2261,SONO,SONO,"$3,304 ",3304,$0.00 ,"2,084,823 SONO",2084823,$3 ,1.67%,4.03%,54.14%
2262,PosEx,PEX,"$3,290 ",3290,$0.00 ,"2,453,240 PEX",2453240,$?,1.79%,4.10%,6.70%
2263,Universal Currency,UNIT,"$3,237 ",3237,$0.00 ,"15,949,110 UNIT",15949110,"$13,697 ",9.52%,-11.06%,-92.89%
2264,Coinonat,CXT,"$3,154 ",3154,$0.00 ,"8,623,200 CXT",8623200,$?,1.67%,-37.60%,-35.98%
2265,Innovative Bioresearch Classic,INNBCL,"$3,112 ",3112,8.72E-07,"3,570,727,162 INNBCL *",3570727162,$83 ,-0.07%,-14.26%,-28.22%
2266,Comet,CMT,"$3,086 ",3086,$0.00 ,"872,830 CMT",872830,$?,1.67%,4.01%,6.71%
2267,Iconic,ICON,"$3,036 ",3036,$0.01 ,"592,894 ICON *",592894,$?,1.67%,4.01%,21.13%
2268,ALAX,ALX,"$2,993 ",2993,$0.00 ,"20,757,685 ALX *",20757685,$0.00 ,2.24%,0.02%,4.62%
2269,Crystal Token,CYL,"$2,983 ",2983,$0.01 ,"564,377 CYL *",564377,"$69,672 ",-0.72%,3.98%,3.08%
2270,Nekonium,NUKO,"$2,926 ",2926,$0.00 ,"12,000,829 NUKO",12000829,$1 ,1.79%,4.03%,6.71%
2271,KZ Cash,KZC,"$2,873 ",2873,$0.00 ,"1,563,996 KZC",1563996,$16 ,1.79%,3.12%,1.76%
2272,Qbic,QBIC,"$2,599 ",2599,$0.00 ,"4,684,176 QBIC",4684176,$?,0.97%,10.96%,3.58%
